dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,18.622343,20.400334,34.733443,23.639552,13.975182,48.285114,1.257927
0.010000,18.697674,20.625928,34.971283,23.783970,14.441778,46.659618,1.239005
0.010000,18.777841,20.851431,35.210611,23.932860,14.889069,44.729092,1.219339
0.010000,18.863055,21.076712,35.451470,24.085825,15.296458,40.738852,1.198907
0.010000,18.953524,21.301622,35.693893,24.242358,15.653273,35.681497,1.177693
0.010000,19.049460,21.525992,35.937914,24.402060,15.970216,31.694367,1.155681
0.010000,19.151072,21.749630,36.183553,24.563888,16.182765,21.254828,1.132858
0.010000,19.258560,21.972317,36.430825,24.727215,16.332721,14.995651,1.109219
0.010000,19.372119,22.193812,36.679734,24.890895,16.367982,3.526081,1.084762
0.010000,19.491929,22.413845,36.930270,25.053677,16.278253,-8.972898,1.059490
0.010000,19.618151,22.632119,37.182413,25.214228,16.055123,-22.312965,1.033415
0.010000,19.750926,22.848311,37.436122,25.370908,15.667976,-38.714700,1.006557
0.010000,19.890365,23.062074,37.691343,25.522100,15.119163,-54.881297,0.978942
0.010000,20.036550,23.273035,37.948003,25.666011,14.391076,-72.808719,0.950608
0.010000,20.189521,23.480802,38.206010,25.800691,13.468035,-92.304151,0.921600
0.010000,20.349279,23.684969,38.465252,25.924238,12.354727,-111.330806,0.891974
0.010000,20.515778,23.885117,38.725600,26.034797,11.055919,-129.880707,0.861795
0.010000,20.688922,24.080824,38.986905,26.130522,9.572482,-148.343700,0.831137
0.010000,20.868566,24.271673,39.249003,26.209774,7.925149,-164.733307,0.800083
0.010000,21.054513,24.457256,39.511715,26.271145,6.137144,-178.800544,0.768722
0.010000,21.246517,24.637186,39.774850,26.313507,4.236240,-190.090446,0.737149
0.010000,21.444285,24.811101,40.038210,26.336034,2.252615,-198.362432,0.705463
0.010000,21.647483,24.978676,40.301594,26.338355,0.232098,-202.051721,0.673766
0.010000,21.855743,25.139625,40.564799,26.320497,-1.785769,-201.786684,0.642158
0.010000,22.068665,25.293709,40.827625,26.282661,-3.783591,-199.782255,0.610739
0.010000,22.285832,25.440741,41.089884,26.225890,-5.677123,-189.353119,0.579604
0.010000,22.506814,25.580580,41.351395,26.151112,-7.477733,-180.061065,0.548844
0.010000,22.731175,25.713143,41.611992,26.059726,-9.138640,-166.090653,0.518540
0.010000,22.958486,25.838394,41.871526,25.953392,-10.633437,-149.479732,0.488768
0.010000,23.188327,25.956345,42.129866,25.833976,-11.941594,-130.815659,0.459594
0.010000,23.420296,26.067054,42.386899,25.703326,-13.064961,-112.336781,0.431073
0.010000,23.654012,26.170617,42.642533,25.563329,-13.999741,-93.477979,0.403252
0.010000,23.889117,26.267165,42.896690,25.415761,-14.756799,-75.705820,0.376169
0.010000,24.125284,26.356858,43.149316,25.262546,-15.321427,-56.462747,0.349853
0.010000,24.362215,26.439880,43.400371,25.105554,-15.699223,-37.779652,0.324321
0.010000,24.599639,26.516431,43.649831,24.945974,-15.958006,-25.878208,0.299588
0.010000,24.837316,26.586728,43.897686,24.785512,-16.046224,-8.821867,0.275658
0.010000,25.075035,26.650996,44.143939,24.625279,-16.023319,2.290528,0.252529
0.010000,25.312608,26.709463,44.388601,24.466174,-15.910451,11.286838,0.230195
0.010000,25.549877,26.762363,44.631695,24.309472,-15.670264,24.018694,0.208646
0.010000,25.786703,26.809927,44.873250,24.155471,-15.400036,27.022762,0.187866
0.010000,26.022968,26.852384,45.113300,24.004988,-15.048353,35.168278,0.167839
0.010000,26.258578,26.889957,45.351887,23.858736,-14.625145,42.320820,0.148543
0.010000,26.498121,26.923282,45.593737,24.184989,32.625232,4725.037686,0.125049
0.010000,26.766252,26.952226,45.863426,26.968885,278.389649,24576.441682,0.090197
0.010000,27.032039,26.971786,46.129931,26.650543,-31.834223,-31022.387142,0.056939
0.010000,27.294692,26.982586,46.392807,26.287510,-36.303257,-446.903390,0.025496
0.010000,27.553552,26.985341,46.651681,25.887444,-40.006662,-370.340574,6.279239
0.010000,27.808092,26.980825,46.906261,25.458030,-42.941403,-293.474084,6.251945
0.010000,28.057916,26.969848,47.156326,25.006497,-45.153214,-221.181042,6.226909
0.010000,28.302746,26.953226,47.401719,24.539298,-46.719929,-156.671548,6.204210
0.010000,28.542406,26.931768,47.642338,24.061900,-47.739862,-101.993288,6.183898
0.010000,28.776809,26.906257,47.878125,23.578694,-48.320549,-58.068667,6.166003
0.010000,29.005934,26.877446,48.109055,23.093008,-48.568558,-24.800887,6.150537
0.010000,29.229815,26.846045,48.335127,22.607178,-48.583074,-1.451653,6.137500
0.010000,29.448518,26.812729,48.556354,22.122660,-48.451763,13.131120,6.126887
0.010000,29.662136,26.778127,48.772755,21.640175,-48.248483,20.328021,6.118685
0.010000,29.870770,26.742832,48.984354,21.159848,-48.032769,21.571417,6.112886
0.010000,30.074525,26.707395,49.191167,20.681350,-47.849779,18.298962,6.109479
0.010000,30.273500,26.672335,49.393208,20.204041,-47.730887,11.889139,6.108459
0.010000,30.467784,26.638135,49.590479,19.727098,-47.694266,3.662171,6.109824
0.010000,30.657450,26.605247,49.782975,19.249645,-47.745315,-5.104963,6.113575
0.010000,30.842555,26.574091,49.970684,18.770877,-47.876811,-13.149569,6.119721
0.010000,31.023138,26.545058,50.153586,18.290190,-48.068715,-19.190364,6.128269
0.010000,31.199221,26.518507,50.331659,17.807313,-48.287709,-21.899402,6.139232
0.010000,31.370810,26.494765,50.504884,17.322447,-48.486590,-19.888080,6.152620
0.010000,31.537904,26.474125,50.673248,16.836409,-48.603766,-11.717618,6.168437
0.010000,31.700497,26.456847,50.836755,16.350777,-48.563221,4.054433,6.186682
0.010000,31.859098,26.443045,50.995956,15.920070,-43.070684,549.253701,6.203821
0.010000,32.044489,26.428966,51.181881,18.592471,267.240062,31031.074626,6.210858
0.010000,32.231083,26.416064,51.368920,18.703944,11.147342,-25609.271956,6.217339
0.010000,32.418868,26.404248,51.557077,18.815657,11.171304,2.396187,6.223260
0.010000,32.607834,26.393429,51.746352,18.927524,11.186641,1.533690,6.228622
0.010000,32.797970,26.383511,51.936747,19.039475,11.195091,0.844952,6.233425
0.010000,32.989268,26.374401,52.128261,19.151458,11.198302,0.321193,6.237668
0.010000,33.181719,26.365999,52.320896,19.263434,11.197680,-0.062246,6.241350
0.010000,33.375316,26.358207,52.514649,19.375379,11.194510,-0.316990,6.244473
0.010000,33.570044,26.350924,52.709514,19.486462,11.108275,-8.623485,6.247037
0.010000,33.765880,26.344048,52.905471,19.595676,10.921371,-18.690415,6.249041
0.010000,33.962799,26.337473,53.102499,19.702820,10.714410,-20.696153,6.250486
0.010000,34.160775,26.331095,53.300578,19.807859,10.503903,-21.050646,6.251372
0.010000,34.359783,26.324803,53.499685,19.910761,10.290213,-21.369004,6.251701
0.010000,34.559798,26.318490,53.699800,20.011498,10.073650,-21.656327,6.251473
0.010000,34.760795,26.312044,53.900901,20.110041,9.854292,-21.935762,6.250688
0.010000,34.962748,26.305353,54.102964,20.206361,9.632087,-22.220509,6.249348
0.010000,35.165630,26.298303,54.305969,20.300429,9.406771,-22.531631,6.247455
0.010000,35.369413,26.290778,54.509891,20.392209,9.177962,-22.880836,6.245010
0.010000,35.574069,26.282663,54.714707,20.481660,8.945117,-23.284500,6.242014
0.010000,35.779567,26.273842,54.920395,20.568735,8.707475,-23.764292,6.238469
0.010000,35.985876,26.264197,55.126928,20.653377,8.464235,-24.323956,6.234377
0.010000,36.192960,26.253609,55.334284,20.735521,8.214341,-24.989445,6.229742
0.010000,36.400785,26.241961,55.542434,20.815087,7.956673,-25.766775,6.224565
0.010000,36.609311,26.229135,55.751354,20.891987,7.689970,-26.670240,6.218851
0.010000,36.818496,26.215011,55.961015,20.966115,7.412839,-27.713122,6.212602
0.010000,37.028294,26.199472,56.171389,21.037354,7.123829,-28.901015,6.205824
0.010000,37.238659,26.182401,56.382445,21.105567,6.821356,-30.247288,6.198521
0.010000,37.449536,26.163682,56.594151,21.170605,6.503800,-31.755596,6.190700
0.010000,37.660868,26.143201,56.806474,21.232300,6.169510,-33.429037,6.182366
0.010000,37.872596,26.120845,57.019378,21.290469,5.816834,-35.267608,6.173529
0.010000,38.084653,26.096505,57.232828,21.344910,5.444156,-37.267745,6.164196
0.010000,38.296968,26.070072,57.446782,21.395410,5.049938,-39.421852,6.154377
0.010000,38.487752,26.044648,57.639253,19.247105,-214.830497,-21988.043519,6.151920
0.010000,38.654620,26.023712,57.807428,16.817560,-242.954490,-2812.399215,6.164493
0.010000,38.824691,26.004391,57.978594,17.116553,29.899353,27285.384279,6.175309
0.010000,38.997847,25.986461,58.152676,17.408201,29.164800,-73.455355,6.184392
0.010000,39.173974,25.969687,58.329600,17.692377,28.417534,-74.726583,6.191772
0.010000,39.352964,25.953820,58.509291,17.969169,27.679250,-73.828359,6.197475
0.010000,39.534717,25.938600,58.691680,18.238877,26.970829,-70.842155,6.201525
0.010000,39.719139,25.923757,58.876699,18.501911,26.303387,-66.744211,6.203947
0.010000,39.906147,25.909009,59.064287,18.758767,25.685582,-61.780415,6.204762
0.010000,40.095658,25.894068,59.254387,19.009977,25.120993,-56.458983,6.203987
0.010000,40.287599,25.878632,59.446947,19.256070,24.609265,-51.172763,6.201638
0.010000,40.481897,25.862395,59.641923,19.497535,24.146501,-46.276444,6.197729
0.010000,40.678480,25.845038,59.839271,19.734794,23.725947,-42.055335,6.192270
0.010000,40.877275,25.826237,60.038952,19.968151,23.335687,-39.025970,6.185270
0.010000,41.078202,25.805659,60.240930,20.197795,22.964452,-37.123541,6.176739
0.010000,41.281174,25.782963,60.445167,20.423721,22.592596,-37.185627,6.166685
0.010000,41.486093,25.757803,60.651625,20.645748,22.202644,-38.995147,6.155117
0.010000,41.692843,25.729828,60.860259,20.863458,21.771051,-43.159318,6.142047
0.010000,41.901292,25.698686,61.071021,21.076182,21.272389,-49.866186,6.127490
0.010000,42.111280,25.664022,61.283851,21.282973,20.679041,-59.334801,6.111465
0.010000,42.322621,25.625488,61.498677,21.482592,19.961899,-71.714266,6.093999
0.010000,42.535099,25.582744,61.715412,21.673505,19.091371,-87.052714,6.075125
0.010000,42.748462,25.535461,61.933951,21.853888,18.038292,-105.307902,6.054885
0.010000,42.962420,25.483333,62.154167,22.021645,16.775704,-126.258835,6.033332
0.010000,43.176645,25.426077,62.375912,22.174449,15.280322,-149.538174,6.010532
0.010000,43.390771,25.363447,62.599010,22.309802,13.535304,-174.501875,5.986562
0.010000,43.604397,25.295235,62.823261,22.425125,11.532378,-200.292608,5.961511
0.010000,43.817086,25.221284,63.048440,22.517877,9.275184,-225.719357,5.935483
0.010000,44.028377,25.141492,63.274295,22.585565,6.768733,-250.645106,5.908593
0.010000,44.237789,25.055815,63.500556,22.626062,4.049727,-271.900540,5.880967
0.010000,44.444831,24.964276,63.726931,22.637488,1.142643,-290.708459,5.852740
0.010000,44.649013,24.866964,63.953117,22.618577,-1.891162,-303.380517,5.824055
0.010000,44.849856,24.764030,64.178801,22.568451,-5.012587,-312.142442,5.795056
0.010000,45.046908,24.655690,64.403672,22.487042,-8.140869,-312.828280,5.765891
0.010000,45.239746,24.542216,64.627419,22.374767,-11.227538,-308.666836,5.736704
0.010000,45.412988,24.433700,64.831842,20.442256,-193.251073,-18202.353526,5.711596
0.010000,45.585901,24.319776,65.038911,20.706873,26.461713,21971.278591,5.689554
0.010000,45.755886,24.202277,65.245552,20.664197,-4.267604,-3072.931632,5.667111
0.010000,45.922752,24.081265,65.451680,20.612710,-5.148738,-88.113426,5.644303
0.010000,46.086304,23.956824,65.657190,20.551034,-6.167556,-101.881832,5.621170
0.010000,46.246347,23.829065,65.861973,20.478352,-7.268219,-110.066334,5.597757
0.010000,46.402692,23.698117,66.065912,20.393899,-8.445282,-117.706228,5.574112
0.010000,46.555156,23.564135,66.268882,20.296917,-9.698227,-125.294496,5.550290
0.010000,46.703568,23.427297,66.470749,20.186768,-11.014864,-131.663748,5.526344
0.010000,46.847765,23.287801,66.671379,20.062957,-12.381167,-136.630294,5.502334
0.010000,46.987604,23.145863,66.870630,19.925140,-13.781615,-140.044745,5.478320
0.010000,47.122957,23.001720,67.068362,19.773144,-15.199623,-141.800843,5.454363
0.010000,47.253719,22.855622,67.264431,19.606964,-16.618044,-141.842151,5.430523
0.010000,47.379804,22.707830,67.458699,19.426767,-18.019704,-140.165970,5.406861
0.010000,47.501151,22.558614,67.651028,19.232901,-19.386519,-136.681479,5.383435
0.010000,47.617723,22.408250,67.841287,19.025893,-20.700849,-131.433009,5.360300
0.010000,47.729505,22.257014,68.029350,18.806269,-21.962372,-126.152276,5.337511
0.010000,47.836510,22.105183,68.215098,18.574833,-23.143626,-118.125388,5.315115
0.010000,47.938769,21.953028,68.398424,18.332558,-24.227513,-108.388742,5.293158
0.010000,48.036337,21.800812,68.579225,18.080158,-25.239999,-101.248541,5.271679
0.010000,48.129290,21.648790,68.757413,17.818752,-26.140612,-90.061382,5.250714
0.010000,48.217719,21.497205,68.932906,17.549309,-26.944244,-80.363172,5.230293
0.010000,48.301732,21.346286,69.105634,17.272790,-27.651889,-70.764449,5.210442
0.010000,48.381452,21.196248,69.275536,16.990197,-28.259372,-60.748377,5.191180
0.010000,48.457012,21.047292,69.442560,16.702445,-28.775168,-51.579524,5.172524
0.010000,48.528553,20.899602,69.606665,16.410455,-29.199043,-42.387520,5.154484
0.010000,48.596224,20.753349,69.767815,16.115031,-29.542356,-34.331283,5.137068
0.010000,48.660178,20.608686,69.925984,15.816945,-29.808640,-26.628473,5.120279
0.010000,48.720573,20.465752,70.081153,15.516882,-30.006268,-19.762788,5.104118
0.010000,48.777566,20.324675,70.233308,15.215453,-30.142850,-13.658199,5.088580
0.010000,48.831314,20.185565,70.382440,14.913209,-30.224446,-8.159600,5.073660
0.010000,48.881974,20.048524,70.528546,14.610595,-30.261372,-3.692586,5.059350
0.010000,48.929701,19.913638,70.671626,14.308029,-30.256630,0.474252,5.045640
0.010000,48.974643,19.780986,70.811684,14.005844,-30.218451,3.817858,5.032517
0.010000,49.016949,19.650636,70.948728,13.704325,-30.151973,6.647770,5.019968
0.010000,49.056759,19.522648,71.082764,13.403676,-30.064874,8.709886,5.007979
0.010000,49.094211,19.397073,71.213805,13.104071,-29.960476,10.439806,4.996536
0.010000,49.129436,19.273957,71.341862,12.805664,-29.840761,11.971537,4.985620
0.010000,49.162560,19.153337,71.466947,12.508515,-29.714893,12.586820,4.975217
0.010000,49.193704,19.035247,71.589074,12.212712,-29.580228,13.466498,4.965310
0.010000,49.222981,18.919717,71.708257,11.918265,-29.444740,13.548762,4.955882
0.010000,49.250505,18.806749,71.824529,11.627178,-29.108693,33.604687,4.946914
0.010000,49.276388,18.696326,71.937945,11.341686,-28.549187,55.950673,4.938387
0.010000,49.300737,18.588417,72.048567,11.062151,-27.953494,59.569272,4.930282
0.010000,49.323651,18.482995,72.156451,10.788402,-27.374895,57.859856,4.922578
0.010000,49.345223,18.380027,72.261654,10.520319,-26.808309,56.658643,4.915258
0.010000,49.365539,18.279481,72.364232,10.257756,-26.256332,55.197669,4.908304
0.010000,49.384681,18.181324,72.464238,10.000608,-25.714811,54.152126,4.901700
0.010000,49.402725,18.085521,72.561725,9.748736,-25.187199,52.761176,4.895428
0.010000,49.419741,17.992037,72.656745,9.501995,-24.674120,51.307938,4.889473
0.010000,49.435795,17.900837,72.749348,9.260245,-24.174942,49.917826,4.883820
0.010000,49.450948,17.811885,72.839581,9.023394,-23.685113,48.982835,4.878455
0.010000,49.465259,17.725144,72.927494,8.791294,-23.210014,47.509904,4.873364
0.010000,49.478780,17.640580,73.013133,8.563827,-22.746660,46.335440,4.868533
0.010000,49.491561,17.558156,73.096541,8.340877,-22.295050,45.160938,4.863951
0.010000,49.503649,17.477838,73.177765,8.122315,-21.856194,43.885644,4.859605
0.010000,49.515087,17.399589,73.256845,7.908056,-21.425874,43.031976,4.855483
0.010000,49.525916,17.323374,73.333825,7.697991,-21.006468,41.940579,4.851575
0.010000,49.536172,17.249159,73.408745,7.492018,-20.597371,40.909764,4.847870
0.010000,49.545891,17.176910,73.481645,7.290006,-20.201223,39.614765,4.844359
0.010000,49.555105,17.106592,73.552565,7.091938,-19.806791,39.443181,4.841032
0.010000,49.563846,17.038172,73.621541,6.897630,-19.430795,37.599594,4.837879
0.010000,49.572141,16.971616,73.688612,6.707081,-19.054852,37.594334,4.834892
0.010000,49.580016,16.906891,73.753814,6.520174,-18.690760,36.409188,4.832064
0.010000,49.587497,16.843966,73.817182,6.336807,-18.336686,35.407407,4.829385
0.010000,49.594606,16.782808,73.878751,6.156978,-17.982822,35.386383,4.826849
0.010000,49.601365,16.723386,73.938557,5.980526,-17.645283,33.753916,4.824449
0.010000,49.607793,16.665669,73.996631,5.807460,-17.306560,33.872279,4.822177
0.010000,49.613910,16.609625,74.053008,5.637680,-16.977998,32.856260,4.820028
0.010000,49.619732,16.555224,74.107719,5.471135,-16.654554,32.344393,4.817995
0.010000,49.625276,16.502437,74.160797,5.307741,-16.339383,31.517105,4.816072
0.010000,49.630557,16.451234,74.212272,5.147490,-16.025068,31.431423,4.814253
0.010000,49.635588,16.401585,74.262174,4.990279,-15.721136,30.393221,4.812534
0.010000,49.640384,16.353463,74.310535,4.836099,-15.418016,30.312027,4.810910
0.010000,49.644956,16.306837,74.357384,4.684877,-15.122161,29.585461,4.809374
0.010000,49.649316,16.261682,74.402750,4.536575,-14.830194,29.196693,4.807924
0.010000,49.653475,16.217967,74.446661,4.391151,-14.542352,28.784289,4.806554
0.010000,49.657442,16.175668,74.489147,4.248535,-14.261622,28.072936,4.805261
0.010000,49.661228,16.134755,74.530234,4.108745,-13.979043,28.257946,4.804040
0.010000,49.664840,16.095203,74.569951,3.971688,-13.705715,27.332749,4.802887
0.010000,49.668287,16.056984,74.608325,3.837346,-13.434130,27.158517,4.801800
0.010000,49.671577,16.020074,74.645382,3.705695,-13.165105,26.902502,4.800774
0.010000,49.674716,15.984445,74.681148,3.576690,-12.900491,26.461393,4.799806
0.010000,49.677713,15.950073,74.715651,3.450287,-12.640312,26.017924,4.798894
0.010000,49.680573,15.916931,74.748916,3.326491,-12.379646,26.066538,4.798035
0.010000,49.683302,15.884995,74.780969,3.205236,-12.125460,25.418659,4.797225
0.010000,49.685905,15.854240,74.811834,3.086523,-11.871304,25.415595,4.796461
0.010000,49.688389,15.824641,74.841537,2.970290,-11.623265,24.803938,4.795743
0.010000,49.690757,15.796174,74.870102,2.856548,-11.374293,24.897125,4.795066
0.010000,49.693016,15.768814,74.897555,2.745256,-11.129136,24.515773,4.794430
0.010000,49.695168,15.742538,74.923919,2.636394,-10.886221,24.291416,4.793830
0.010000,49.697219,15.717322,74.949218,2.529924,-10.646986,23.923539,4.793267
0.010000,49.699173,15.693142,74.973477,2.425854,-10.407034,23.995185,4.792737
0.010000,49.701032,15.669975,74.996718,2.324149,-10.170473,23.656119,4.792240
0.010000,49.702802,15.647798,75.018966,2.224778,-9.937124,23.334929,4.791772
0.010000,49.704484,15.626587,75.040243,2.127742,-9.703615,23.350875,4.791333
0.010000,49.706083,15.606320,75.060573,2.033018,-9.472417,23.119746,4.790921
0.010000,49.707602,15.586974,75.079979,1.940583,-9.243490,22.892734,4.790535
0.010000,49.709043,15.568526,75.098483,1.850423,-9.015935,22.755509,4.790172
0.010000,49.710410,15.550954,75.116109,1.762526,-8.789703,22.623186,4.789833
0.010000,49.711705,15.534235,75.132877,1.676879,-8.564746,22.495727,4.789515
0.010000,49.712930,15.518347,75.148812,1.593469,-8.341015,22.373093,4.789217
0.010000,49.714089,15.503269,75.163935,1.512282,-8.118683,22.233249,4.788939
0.010000,49.715183,15.488978,75.178268,1.433289,-7.899284,21.939836,4.788679
0.010000,49.716215,15.475452,75.191833,1.356518,-7.677131,22.215359,4.788437
0.010000,49.717188,15.462670,75.204652,1.281908,-7.460940,21.619105,4.788210
0.010000,49.718102,15.450610,75.216747,1.209495,-7.241314,21.962587,4.787999
0.010000,49.718962,15.439250,75.228140,1.139246,-7.024936,21.637775,4.787803
0.010000,49.719768,15.428569,75.238851,1.071147,-6.809911,21.502469,4.787621
0.010000,49.720523,15.418545,75.248903,1.005201,-6.594614,21.529769,4.787451
0.010000,49.721228,15.409157,75.258317,0.941398,-6.380205,21.440831,4.787295
0.010000,49.721886,15.400385,75.267114,0.879730,-6.166830,21.337476,4.787149
0.010000,49.722498,15.392206,75.275316,0.820189,-5.954088,21.274267,4.787015
0.010000,49.723066,15.384599,75.282944,0.762764,-5.742480,21.160769,4.786892
0.010000,49.723592,15.377544,75.290018,0.707455,-5.530940,21.153977,4.786778
0.010000,49.724078,15.371020,75.296561,0.654260,-5.319548,21.139265,4.786673
0.010000,49.724525,15.365005,75.302593,0.603170,-5.108955,21.059233,4.786578
0.010000,49.724936,15.359478,75.308134,0.554164,-4.900585,20.837079,4.786490
0.010000,49.725311,15.354419,75.313207,0.507269,-4.689469,21.111582,4.786411
0.010000,49.725653,15.349808,75.317832,0.462455,-4.481461,20.800724,4.786339
0.010000,49.725963,15.345622,75.322029,0.419734,-4.272097,20.936434,4.786274
0.010000,49.726243,15.341841,75.325820,0.379088,-4.064620,20.747688,4.786216
0.010000,49.726494,15.338445,75.329225,0.340534,-3.855382,20.923846,4.786163
0.010000,49.726718,15.335413,75.332266,0.304043,-3.649097,20.628448,4.786117
0.010000,49.726916,15.332724,75.334962,0.269636,-3.440660,20.843732,4.786076
0.010000,49.727091,15.330357,75.337335,0.237304,-3.233211,20.744899,4.786040
0.010000,49.727243,15.328292,75.339405,0.207040,-3.026442,20.676917,4.786008
0.010000,49.727375,15.326509,75.341194,0.178839,-2.820125,20.631647,4.785981
0.010000,49.727487,15.324986,75.342721,0.152713,-2.612579,20.754649,4.785958
0.010000,49.727582,15.323703,75.344007,0.128653,-2.405994,20.658519,4.785939
0.010000,49.727660,15.322639,75.345074,0.106658,-2.199499,20.649448,4.785923
0.010000,49.727724,15.321774,75.345941,0.086727,-1.993081,20.641858,4.785910
0.010000,49.727774,15.321088,75.346630,0.068860,-1.786724,20.635617,4.785899
0.010000,49.727813,15.320558,75.347160,0.053056,-1.580419,20.630595,4.785891
0.010000,49.727842,15.320166,75.347554,0.039314,-1.374152,20.626658,4.785885
0.010000,49.727862,15.319891,75.347830,0.027635,-1.167915,20.623676,4.785881
0.010000,49.727876,15.319711,75.348010,0.018018,-0.961700,20.621514,4.785879
0.010000,49.727883,15.319607,75.348115,0.010463,-0.755500,20.620040,4.785877
0.010000,49.727887,15.319557,75.348164,0.004970,-0.549308,20.619122,4.785876
0.010000,49.727888,15.319542,75.348180,0.001539,-0.343122,20.618625,4.785876
0.010000,49.727888,15.319540,75.348181,0.000169,-0.136938,20.618416,4.785876
0.010000,49.727888,15.319540,75.348181,0.000000,-0.016923,12.001492,4.785876
